ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
21,17.86259157,2.340107307,15.66476276,8.599402405,13.86946269,15.05577985,11.76825541,11.75369344,12.1286027,10.79830145,10.84924973,8.260390341,9.924032301,9.801524427,7.105607691,7.403776172,6.905776286,5.317211571,4.836187729,5.107991584,5.578098957,6.097690258,5.524774858,5.951714313,6.076435293,6.153709636,7.151173959,6.812189174,6.97239298,9.403367746,9.907409611,8.599473322,10.13157264,5.950412638,5.448897518
22,1.955980372,2.003259738,2.360585883,2.440540175,1.624360365,2.697473635,2.415310284,2.418949872,1.811891866,2.190816371,2.055154846,2.233714863,2.639399045,2.629545857,2.780779427,2.468954379,2.787845933,2.479400043,2.643625466,2.734320232,2.60050773,2.591636631,2.588249881,2.674026739,2.876498135,2.2779362,2.637145861,3.167597343,3.401615171,3.092122386,2.517098191,2.888691185,2.995754933,2.410801098,2.310962218
23,0.62,2.47,5.166,9.647916667,9.630630952,14.27025833,11.54846448,13.57690476,12.63767725,16.92485639,12.75253968,15.35325648,10.54544444,10.9282,8.556416667,7.045259259,6.519566667,6.2258,5.864333333,5.72412963,5.911759259,6.197633333,6.361133333,6.469983333,6.44777619,7.004833333,8.442666667,9.019736667,10.3825,11.39,14.26722222,16.90988095,22.175,29.83166667,33.415
24,8.9780348,2.49,10.42251122,6.27466,6.688407459,6.657455673,5.736947962,6.035929024,5.052525781,5.089657143,4.270079365,4.510656747,4.905555556,4.404616667,4.987083333,4.480962963,4.250316667,3.97395,3.290481481,4.225685185,4.084074074,4.3587,4.4556,5.2109,5.21627381,5.791416667,6.215666667,6.869186667,6.219725926,6.8465,8.975740741,9.509702381,11.602,8.548333333,7.175
25,4.773630952,1.81,6.6285,4.181785714,3.721916667,4.577366667,3.687623413,4.602678571,3.536005291,4.183559524,3.924880952,3.778875,3.457444444,3.530033333,3.48425,3.630037037,3.575283333,3.3743,3.21162963,3.668944444,3.866481481,3.908233333,3.8714,4.041516667,4.07265,4.375166667,5.0145,5.306625,5.84727037,5.69,4.948148148,7.545,8.303825073,9.337273445,8.185510204
26,23.3494489,3.19,30.80425645,15.35313714,13.12433376,8.347933333,10.56980694,11.40048623,11.19769393,9.780408333,11.49836155,8.581,8.316742063,8.318,11.65933333,5.319148148,6.473883333,5.93525,6.472925926,4.560611111,4.611203704,4.141833333,4.4898,5.4224,4.983804762,6.692625,5.178583333,6.482193333,9.512478704,11.796,13.05666667,12.84630952,10.677,20.11166667,23.765
27,14.1076148,3.55,18.15692128,12.86380952,11.2435,11.4882145,9.992236111,11.14152381,11.74577778,11.33099286,10.91219577,10.04083333,10.40192593,9.275333333,9.119416667,8.391555556,8.2799,7.0594,6.252259259,7.897314815,7.815277778,8.507933333,7.7075,7.909733333,8.036340476,7.995166667,9.287916667,9.947653333,12.27663333,12.849,18.43703458,19.63214237,24.75394286,22.97805357,22.84
28,1.93,2.3,19.27,11.325,14.12175,16.67075,9.535311111,10.53886905,9.57752381,8.718133333,7.542037037,8.457125,8.232259259,7.518633333,8.221083333,7.097296296,7.279866667,5.7456,5.286666667,7.426944444,7.644444444,8.7028,7.7773,8.13895,8.626621429,9.93275,9.772416667,11.73754,11.30087963,12.911,20.27796296,18.97940476,31.49,43.61666667,
29,0.7775,1.64,0.11,14.86583333,11.261625,15.18498333,12.36521002,16.10024375,12.04702381,12.59109229,6.741891534,2.172875,15.98054878,9.905316667,7.386833333,7.559444444,6.324733333,6.92635,3.36237037,6.02562963,7.167314815,4.837266667,4.495833333,6.389433333,7.976902381,9.586416667,15.10316667,16.34477667,6.701589815,11.903,19.11406746,13.63011799,15.11294785,0.111666667,0.12
30,4.5475,3.24,6.16,6.621666667,6.1005,8.6293,6.799872222,7.886047619,7.429312169,7.553221429,6.096970899,8.189208333,7.705074074,6.303633333,6.677416667,6.898148148,6.299666667,5.97155,4.695592593,6.452259259,6.923148148,6.395566667,8.671533333,8.304516667,8.717438095,9.563583333,11.51883333,13.64124167,13.10406759,14.30800264,16.33875556,17.90825909,21.17229219,19.10575603,19.82504
31,16.51854167,1.49,21.20272917,12.005,12.46658418,12.87638121,10.86388681,13.0082619,11.64144092,11.6225994,9.405542328,10.49083333,10.39274074,10.40901667,9.933583333,9.939814815,10.23183333,8.1674,7.317666667,9.463777778,9.564074074,10.31436667,10.11776667,10.32328333,9.812045238,10.91325,11.30366667,11.96050667,12.38994167,13.3755,16.42185185,19.36607143,19.786,25.11895833,21.09
32,1.46,3.45,1.946,1.773333333,1.526416667,1.14465,1.795244444,1.2755,1.493867725,1.820861905,3.166031746,2.06,1.527407407,2.021066667,1.708333333,1.306,1.529566667,1.5031,2.24037037,1.753,2.022407407,1.884933333,1.9647,2.475583333,2.580871429,2.956583333,1.998407051,2.865732716,4.075717013,4.2371875,4.855310878,2.786156463,4.14960685,6.197369512,4.51353125
33,4.3125,2.29,9.9295,12.265,7.186666667,11.75600833,9.591566667,10.75880357,8.055880952,9.643292857,5.649497354,5.579375,6.651592593,6.215866667,6.823333333,6.135777778,6.422233333,5.29655,5.292888889,6.030759259,6.440833333,6.474366667,6.236066667,6.596866667,6.960047619,7.378875,8.529083333,13.31069667,12.3267931,16.3955,13.39032963,14.58346145,19.44297405,15.79069643,25.116
34,18.31625,3.01,23.36,9.939166667,10.5111875,8.54673463,7.257556312,7.37557227,8.603302113,8.523912136,10.28787326,10.56770833,10.34414315,11.72738333,7.246,6.49562963,6.19185,5.23645,4.351555556,5.393537037,7.494074074,5.0681,4.508566667,5.081766667,4.754754762,4.400208333,5.900063333,4.956883333,6.552425,5.493,7.062222222,6.638095238,9.403,17.555,15.57
35,5.33125,1.25,5.77,3.264166667,3.675666667,4.079766667,3.34955,3.651047619,3.691079365,3.728328571,3.174404762,2.87725,3.364592593,3.645733333,3.038916667,2.892185185,3.349933333,3.8697,2.520444444,3.308777778,3.306018519,3.113833333,3.451433333,3.633016667,3.639469048,4.575958333,5.919351213,6.16326,8.084230143,7.943079428,10.55862332,10.3011466,10.54574247,11.2354184,13.905
36,12.84,3.12,13.132,6.553333333,6.85125,7.295983333,6.514427778,8.026857143,6.330186508,5.356274405,5.442010582,7.297708333,6.583592593,6.922733333,6.143333333,6.398740741,6.50325,4.8448,4.870259259,6.201111111,5.304166667,5.899533333,5.987733333,6.332033333,6.108059524,6.535375,6.159083333,7.128053333,7.62427963,8.1095,13.83049383,14.62908953,15.38097619,15.27118056,16.485
37,23.31933349,2.816070498,22.08293179,12.06965394,22.008166,21.94698072,18.70632295,15.5938128,17.86408157,14.73634862,13.69597013,10.06695636,11.48359508,12.41120533,8.559166067,8.747951866,7.62764936,6.295259603,5.541710572,5.763817978,7.240727452,7.656410752,7.640941581,8.636435844,9.210540841,9.502425101,12.2434519,14.02833218,13.27040855,16.47012667,17.42096317,14.40307058,16.8549886,9.191965513,5.240734173
38,5.61041007,2.377730013,6.079559918,5.640345026,7.043420374,6.892113966,6.383464905,6.329063622,7.127409674,6.045121537,6.282102406,4.799520519,6.329453837,6.337919828,5.350782396,5.87629746,5.096144366,4.151618794,4.03041612,4.249996989,4.627781419,4.694729012,4.526103801,4.985992093,5.046264007,5.191140553,5.520452599,6.21951638,7.146399958,7.679051631,8.328502768,7.439255569,8.491314938,5.388887947,3.669803169
39,6.1125,2.39,9.418,6.855833333,5.543583333,6.920466667,5.672977778,6.582619048,5.981825397,6.332933333,4.486322751,5.178666667,5.513444444,5.819766667,6.063416667,5.027555556,5.898366667,4.7235,4.944777778,5.403055556,5.71,6.0582,5.6759,5.86565,6.543407143,6.279916667,7.062083333,7.814903333,9.161504132,12.285,13.49129148,15.42601128,16.4998202,13.8690585,13.36848958
40,1.245,2.37,0.876,1.568333333,1.374166667,1.89445,2.076205556,2.350095238,2.124161376,1.39897381,1.566587302,1.669541667,2.003333333,1.689433333,2.326666667,2.859148148,2.2284,3.23495,2.124111111,2.707851852,2.690555556,2.597566667,2.608033333,3.40015,4.172159524,4.276708333,5.95070258,6.197281374,2.868901191,3.509420195,5.084522464,5.479784695,4.567806594,1.66,1.665
41,15.66,3.16,15.526,10.9775,9.137583333,11.35621667,8.565411111,10.0399881,9.455338624,11.25649286,9.125383598,9.683708333,9.567148148,8.763366667,9.528333333,9.745592593,9.336366667,7.2629,6.212296296,8.934796296,9.425555556,10.6245,11.08553333,11.45725,11.6037381,13.54683333,17.92216667,18.16675,21.60590278,19.673,31.52777778,31.7825,39.871,38.2375,40.03
42,12.165,2.75,4.448,7.196666667,5.698583333,4.583783333,5.247466667,5.184535714,5.633021164,3.703104762,4.46702381,4.665083333,4.222703704,3.64225,3.533583333,3.708148148,3.694166667,3.22815,3.138777778,3.34762963,3.330833333,3.426666667,3.396466667,4.11735,3.28467619,4.811458333,4.053833333,4.514008333,7.196219444,5.0485,12.02814815,10.26678571,12.959,15.16333333,12.515
43,11.96640775,2.52,18.93993265,3.202184159,5.735288172,3.580147601,4.25537122,2.113969434,4.871053889,3.493023211,5.200171978,3.84537759,1.445654714,2.938080208,2.18604104,2.688383258,2.431375293,2.590751263,2.721644735,2.288404942,1.937559126,2.375897913,2.676440916,3.301923831,5.008908596,7.048524794,10.00561339,13.36460565,5.917157882,8.262146043,12.56722222,14.72850895,18.631,4.091666667,4.555
44,8.845,2.4,8.562607143,7.110252976,7.194916667,7.265078231,7.229646241,7.893142857,7.582846498,7.311126786,6.92287037,6.701583333,6.032304894,5.186404762,4.599583333,4.876074074,4.3146,4.2554,3.505111111,4.17387037,4.430925926,4.877033333,4.320166667,4.4521,4.299607143,5.113916667,5.229,5.67163,6.210925926,6.4665,8.836481481,8.234404762,10.14676786,14.80357143,13.12375
45,7.0375,3.56,6.076,6.74,5.310666667,7.108020833,6.188027778,7.851916667,6.595920635,6.922140476,6.10797619,5.679708333,6.395845238,6.164766667,5.68675,6.448333333,5.304633333,5.0842,4.077851852,5.457833333,5.195462963,5.5971,4.8856,4.063616667,3.640021429,3.156083333,2.801416667,3.196973333,4.472685185,3.746,5.616666667,3.12347964,5.715937959,9.819819048,7.9756
46,2.463015867,2.35,5.939954061,4.844285714,3.264358129,4.955653667,3.580055556,4.134258929,4.741562844,3.832814286,3.122156085,3.444435,3.253962963,3.683916667,3.636166667,3.512222222,3.8562,3.21915,3.442777778,3.718851852,3.845092593,3.679166667,3.9199,3.895783333,4.261052381,4.1875,3.658833333,5.74944,6.611649074,8.3575,9.382777778,8.328878733,10.34495736,7.956767503,7.074
47,1.1925,1.8,0.012,2.487374263,2.180542371,2.957409602,2.567500503,2.892270918,3.074815737,2.999250744,2.007137722,3.123517741,3.143366309,2.245877423,2.818335183,2.248876874,1.781980716,2.594568829,2.104139867,2.775644265,2.97231999,3.31240369,3.214267377,3.480599189,3.49945766,3.665756645,3.655177084,3.640075384,3.732810306,3.704252772,3.706732591,3.670272179,3.665193572,3.679634545,3.679634546
48,18.83760299,2.06,24.432,8.215833333,8.328332932,10.67156667,9.347192209,7.025214286,7.783643991,10.3249821,12.8267284,6.678083333,7.377518519,7.999767857,4.64675,6.844962963,5.252441667,4.28035,4.958962963,4.975833333,4.268240741,4.6575,4.353233333,4.468933333,4.04292619,5.585833333,4.361133333,5.01075,4.6775,5.11,7.863888889,7.6675,6.907,20.636875,3.775
49,0.9025,2.44,0.064,1.174108533,1.346589995,1.231378013,1.350759893,1.375160777,1.356132171,1.102100343,1.188185959,1.058835717,1.141333874,0.899205805,1.028184696,1.211310317,0.947300088,1.672247851,1.371041027,1.292131364,1.393386166,0.936418143,1.028638254,1.490628502,1.473216614,1.542677958,2.079168282,1.900831063,1.71474927,2.312891951,2.101738548,1.936013147,1.818213774,0.727846803,0.756966874
50,6.79,2.64,30.0155,25.14988889,10.52759259,19.71285714,19.40819762,21.61367679,20.36508466,18.31995,12.17183862,19.2295,14.76211111,14.16825,15.46766667,11.99259259,12.22415,10.20735,9.140148148,12.7372963,13.30111111,13.82923333,13.10523333,14.60398333,14.79535714,13.776875,14.60781,20.56825,21.39738889,27.1895,23.15166667,21.73166667,36.165,24.2225,
51,4.7584375,2.32,5.888,4.154166667,4.213270833,5.0896,4.517494444,5.027797619,4.610777778,4.670690476,4.137662037,3.767322917,3.972962963,4.411566667,4.1005,4.247592593,4.297616667,3.5985,3.444259259,4.056796296,4.349166667,3.782633333,3.976833333,4.366633333,4.664390476,5.762291667,6.004305374,7.377695153,6.188981481,5.262071429,6.702940917,7.173954082,8.088833333,6.705198413,4.595
52,9.3775,2.79,10.024,7.356666667,8.907607143,8.377761905,7.791516667,8.518238095,7.594775132,6.820380952,6.923015873,6.184708333,7.504333333,6.385783333,5.959083333,7.045,6.002266667,5.3327,4.239481481,5.215092593,5.201111111,5.7717,5.718366667,5.4789,5.584880952,6.590333333,6.54733,6.699583333,7.174351852,6.546,11.00768519,9.283452381,10.445,9.135,8.685
53,8.531655064,2.042343556,10.05785345,8.630952905,14.32477073,11.06356155,10.08998779,9.036615948,11.4604268,7.313311277,10.06395439,7.164741187,7.650784001,8.235242731,8.829029285,6.188340709,5.994553201,4.881863136,4.675673155,5.256248318,6.101499046,5.645359057,6.419427455,7.299850301,8.20641791,9.529585001,11.55801388,12.60161281,10.06869123,11.11038046,14.73371737,13.20209829,15.10110329,7.076921649,5.296033073
54,10.44011659,3.185298908,3.420369141,11.3039365,16.9732046,13.7447122,13.37111735,14.29421043,13.01885338,14.52793334,13.41468259,11.7324341,18.17751324,18.69828862,18.06179223,13.17271766,13.44677943,9.35170537,7.682536154,9.546684426,11.08104767,10.58978216,10.13965748,13.32495395,14.28131041,12.73874378,16.54980768,21.79951363,22.63930394,27.09895488,12.50481648,14.04504332,19.59365809,9.804350201,8.025325167
55,19.74201401,2.99,30.35866667,19.15586735,15.13029005,15.84724692,12.69283849,14.14935714,13.79372487,14.45299762,13.39072751,14.22454167,10.62444444,13.62521667,12.84716667,10.27785185,10.69118333,7.8148,8.830962963,8.956574074,8.088425926,10.3308,9.0188,8.234783333,7.695407143,8.475291667,10.71720333,10.18723333,11.43657407,11.726,18.31685185,18.33119048,24.245,25.815,25.265
56,9.1275,2.23,8.56,11.59,11.81416667,15.26421667,12.76049444,15.79366667,14.19851852,14.37137381,9.085291005,11.18241667,14.47637037,11.53415,12.3835,11.06011111,10.79778333,9.491,7.215074074,11.22124074,14.17388889,13.562,13.0276,15.06423333,12.99769286,14.06675,15.00109333,13.82286667,15.28305556,16.157,17.71203704,18.08436224,19.42180535,24.57834933,28.825
57,21.16471354,3.22,23.42547172,23.68042857,21.36600085,26.10796651,19.08137778,18.78864286,15.03465642,17.41881429,11.96156085,9.686875,11.02533333,8.4353,5.873166667,5.710111111,5.976666667,4.44145,4.196518519,4.514037037,4.143055556,4.320233333,4.280033333,4.1983,4.614207143,4.879166667,7.030246667,9.103933333,12.60333333,13.7525,22.51166667,24.07988095,32.4,30.36666667,37.715
58,23.18254464,2.37,30.01,18.035,17.02291667,18.656425,15.73862778,18.975,13.47533598,13.09524286,10.97314815,11.25129167,10.37,8.692616667,8.098166667,6.681185185,6.381683333,5.57065,4.969814815,6.290018519,6.685,6.803,5.572433333,6.239883333,6.491445238,8.037666667,10.29985,11.692,14.25564815,15.819,25.46648148,24.79952381,32.94132653,25.40741986,24.45885714
59,5.0525,2.67,7.541364116,4.998333333,5.07352381,5.628633333,4.843283333,4.439713839,4.688741623,4.151385714,3.604378307,3.556958333,3.341925926,2.875816667,3.613333333,2.885666667,3.25625,2.65485,3.051185185,3.421666667,3.253425926,3.439066667,3.242933333,3.420533333,3.128385714,3.710958333,3.798383333,4.003433333,4.52212963,6.826,9.28911569,9.18297619,12.22436466,7.205502717,8.88509375
60,1.69,1.3,44.745,21.7975,18.56291667,24.02382292,24.04636905,27.59295,25.90974206,27.97452619,19.94659226,28.455625,19.57644444,20.18348333,18.87066667,15.66266667,14.5807,12.5572,8.911851852,11.00431481,9.554166667,12.2085,10.2573,8.73065,9.575485714,10.71579167,11.81586667,10.87671667,12.53712963,11.1445,13.51666667,15.08404762,21.366,22.705,30.835
61,12.50450893,2.9,10.25,9.740833333,9.7485625,9.490566667,8.27545,8.649488095,7.540912698,8.376714881,7.455,6.187375,5.190296296,5.248766667,4.023916667,4.114888889,3.943466667,3.45925,3.260555556,3.800796296,3.609537037,3.552766667,3.3568,3.610366667,3.959566667,4.548625,5.173383333,5.179433333,6.143796296,6.419,14.31339321,14.09984694,15.91367148,10.81175723,10.076875
62,9.0475,2.35,8.316,7.131666667,6.801833333,5.75115,6.333194444,6.722654762,6.056831019,6.66757619,7.041574074,5.580125,5.512925926,5.886966667,5.002083333,4.941296296,5.425016667,4.9389,4.123,4.69562963,4.553240741,4.788,5.036433333,4.668766667,4.956380952,4.558041667,4.995586667,5.377,5.399537037,6.697,8.297222222,8.020547619,10.75804247,11.40165335,9.416
63,5.41,2.49,6.524,4.598203125,6.091044271,6.53530275,4.528145749,5.790035873,4.553257566,4.209682404,3.705828748,4.082333333,3.838962963,4.174381488,3.78575,3.521481481,3.642666667,3.51365,3.118259259,3.671166667,3.796203704,4.1885,4.2011,4.264483333,4.293278571,4.463333333,4.84491,5.068416667,5.076851852,5.2915,7.850555556,9.633214286,11.655,8.401666667,8.675
64,18.865,3.15,18.176,13.515,13.01816667,14.15116582,12.66714241,12.96200121,13.68361022,16.26670952,14.90883598,13.396625,13.84533214,14.41678091,12.06489948,10.0325902,11.37551427,7.085340793,8.226309841,8.996324548,10.05103045,10.53645416,9.02779352,7.757185622,6.705819955,6.878856693,4.260853471,5.940771335,13.55953119,9.100765266,8.759879695,8.46784856,11.21241713,34.26,30.886875
65,15.03477679,2.84,14.81,14.42291667,12.83495833,10.34886667,10.57561111,12.15190476,11.36941138,10.79459286,9.910033069,10.600375,7.927111111,8.2128,9.122666667,6.970888889,7.352516667,6.02075,4.849185185,5.824351852,6.19037037,7.384333333,7.6079,6.900783333,7.333492857,8.718625,9.26523,11.02486667,10.08314815,11.4145,12.12851852,19.54333333,16.08665816,15.485625,14.89030612
66,12.63,2.44,18.726,23.617,8.634583333,15.93182738,13.15975926,18.30121667,19.23303274,14.2427753,13.5327037,10.22644792,15.42418519,12.4303,9.287833333,10.16088889,7.392766667,5.2263,3.359185185,3.519740741,3.185,3.944266667,3.937733333,4.636466667,5.50552619,7.5365,11.49057667,17.22578333,17.03722222,13.08277778,30.97,25.717,24.74,27.38333333,36.84
67,3.774166667,2.43,3.329166667,2.313333333,2.465880952,2.530006548,2.247319841,2.592619048,2.597047619,2.289233333,2.891150794,2.7884375,3.039814815,2.7267,2.682666667,2.751962963,2.899116667,2.61425,2.794814815,2.466518519,2.224722222,2.647466667,2.483333333,2.873416667,2.669390476,2.96875,2.96479625,2.738833333,2.549444444,2.796,3.427962963,2.573792517,4.2,4.718660714,5.609375
68,10.66571429,1.97,21.40928571,13.80416667,13.65333333,14.43590714,11.53293889,14.26344324,11.38552305,10.84869524,9.479814815,10.31377083,12.06733333,8.9209,13.90333333,8.778333333,8.680633333,7.49785,5.877851852,7.529462963,7.429722222,7.777166667,7.505833333,7.64835,7.196592857,9.136458333,8.024926667,11.21435,12.97287037,14.035,15.58444444,17.95220663,19.1290707,11.15309524,14.2041691
